"color","image","lighting","model","year_3","year_s","year_x","year_y"
"White","IMG_1391.jpeg",2.069,"Dark","Y","","","","2025-nå"
"White","IMG_1392.jpeg",3.774,"Dark","Y","","","","2025-nå"
"Black/Dark gray","IMG_1393.jpeg",5.309,"Dark","3","2017–2023","","",""
"Light gray/Silver","IMG_1394.jpeg",5.997,"Dark","3","2017–2023","","",""
"Black/Dark gray","IMG_1395.jpeg",81.178,"Dark","3","2017–2023","","",""
"Black/Dark gray","IMG_1461.jpeg",8.097,"Dark","Y","","","","2025-nå"
"Black/Dark gray","IMG_1462.jpeg",3.939,"Dark","Y","","","","2025-nå"
"Black/Dark gray","IMG_1463.jpeg",5.031,"Dark","Y","","","","2025-nå"
"Black/Dark gray","IMG_1464.jpeg",5.459,"Dark","Y","","","","2025-nå"
"White","IMG_1465.jpeg",7.312,"Dark","X","","","2016–2020",""
"White","IMG_1466.jpeg",21.463,"Dark","X","","","2016–2020",""
"White","IMG_1467.jpeg",9.492,"Dark","X","","","2016–2020",""
"Black/Dark gray","IMG_1468.jpeg",8.041,"Dark","X","","","2016–2020",""
"Black/Dark gray","IMG_1469.jpeg",7.512,"Dark","X","","","2016–2020",""
"Black/Dark gray","IMG_1470.jpeg",9.478,"Dark","X","","","2016–2020",""
"Light gray/Silver","IMG_1472.jpeg",2.878,"Dark","Y","","","","2025-nå"
"Light gray/Silver","IMG_1473.jpeg",5.23,"Dark","Y","","","","2025-nå"
"Light gray/Silver","IMG_1474.jpeg",6.201,"Dark","Y","","","","2025-nå"
"Black/Dark gray","IMG_1477.jpeg",24.623,"Dark","3","2024–nå","","",""
"Black/Dark gray","IMG_1478.jpeg",5.136,"Dark","3","2024–nå","","",""
"Black/Dark gray","IMG_1479.jpeg",11.769,"Dark","3","2024–nå","","",""
"Black/Dark gray","IMG_1480.jpeg",18.246,"Dark","3","2024–nå","","",""
"Light gray/Silver","IMG_1481.jpeg",10.949,"Dark","3","2017–2023","","",""
"Black/Dark gray","IMG_1482.jpeg",3.18,"Dark","Y","","","","2025-nå"
"Black/Dark gray","IMG_1483.jpeg",3.945,"Dark","Y","","","","2025-nå"
"Black/Dark gray","IMG_1484.jpeg",4.155,"Dark","Y","","","","2025-nå"
"Light gray/Silver","IMG_1489.jpeg",3.503,"Dark","Y","","","","2025-nå"
"Light gray/Silver","IMG_1490.jpeg",3.338,"Dark","Y","","","","2025-nå"
"Light gray/Silver","IMG_1491.jpeg",6.148,"Dark","Y","","","","2025-nå"
"Black/Dark gray","IMG_1510.jpeg",4.376,"Dark","Y","","","","2025-nå"
"Black/Dark gray","IMG_1511.jpeg",8.071,"Dark","Y","","","","2025-nå"
"Black/Dark gray","IMG_1512.jpeg",8.779,"Dark","Y","","","","2025-nå"
"White","IMG_1513.jpeg",4.949,"Medium","3","2017–2023","","",""
"White","IMG_1514.jpeg",3.972,"Medium","3","2017–2023","","",""
"White","IMG_1515.jpeg",10.926,"Medium","3","2017–2023","","",""
"White","IMG_1555.jpeg",11.532,"Dark","Y","","","","2025-nå"
"White","IMG_1556.jpeg",4.28,"Medium","3","2024–nå","","",""
"White","IMG_1557.jpeg",6.623,"Dark","3","2024–nå","","",""
"White","IMG_1576.jpeg",4.574,"Dark","Y","","","","2020–2024"
"White","IMG_1577.jpeg",6.694,"Dark","Y","","","","2020–2024"
"White","IMG_1578.jpeg",5.432,"Medium","Y","","","","2020–2024"
"White","IMG_1594.jpeg",4.296,"Dark","Y","","","","2025-nå"
"White","IMG_1595.jpeg",2.875,"Dark","Y","","","","2025-nå"
"White","IMG_1596.jpeg",5.376,"Dark","Y","","","","2025-nå"
"White","IMG_1600.jpeg",18.92,"Dark","Y","","","","2020–2024"
"White","IMG_1601.jpeg",4.466,"Dark","Y","","","","2025-nå"
"White","IMG_1602.jpeg",11.933,"Dark","Y","","","","2020–2024"
"Black/Dark gray","IMG_1618.jpeg",8.258,"Dark","Y","","","","2025-nå"
"Black/Dark gray","IMG_1619.jpeg",3.778,"Dark","Y","","","","2025-nå"
"Black/Dark gray","IMG_1620.jpeg",3.597,"Dark","Y","","","","2025-nå"
"Black/Dark gray","IMG_1621.jpeg",3.823,"Dark","Y","","","","2025-nå"
"Black/Dark gray","IMG_1622.jpeg",3.713,"Dark","Y","","","","2025-nå"
"Black/Dark gray","IMG_1623.jpeg",8.661,"Dark","Y","","","","2025-nå"
"White","IMG_1639.jpeg",8.129,"Dark","X","","","2016–2020",""
"White","IMG_1640.jpeg",5.975,"Dark","X","","","2016–2020",""
"White","IMG_1641.jpeg",7.36,"Dark","X","","","2016–2020",""
"White","IMG_1648.jpeg",27.784,"Dark","X","","","2016–2020",""
"White","IMG_1649.jpeg",16.692999999999998,"Medium","X","","","2016–2020",""
"White","IMG_1650.jpeg",8.701,"Dark","X","","","2016–2020",""
"Black/Dark gray","IMG_1652.jpeg",3.979,"Dark","Y","","","","2025-nå"
"Black/Dark gray","IMG_1653.jpeg",6.568,"Dark","Y","","","","2025-nå"
"Black/Dark gray","IMG_1654.jpeg",32.326,"Dark","Y","","","","2025-nå"
"White","IMG_1655.jpeg",2.964,"Dark","Y","","","","2020–2024"
"White","IMG_1656.jpeg",3.084,"Dark","Y","","","","2020–2024"
"White","IMG_1657.jpeg",18.063,"Dark","Y","","","","2020–2024"
"White","IMG_1658.jpeg",5.071,"Dark","3","2024–nå","","",""
"White","IMG_1659.jpeg",7.098,"Dark","3","2024–nå","","",""
"White","IMG_1660.jpeg",7.458,"Dark","3","2024–nå","","",""
"Black/Dark gray","IMG_1661.jpeg",6.166,"Dark","Y","","","","2025-nå"
"Black/Dark gray","IMG_1662.jpeg",8.222,"Dark","Y","","","","2025-nå"
"Black/Dark gray","IMG_1663.jpeg",7.315,"Dark","Y","","","","2025-nå"
"White","IMG_1664.jpeg",4.955,"Dark","Y","","","","2025-nå"
"White","IMG_1665.jpeg",4.987,"Dark","Y","","","","2025-nå"
"White","IMG_1666.jpeg",7.337,"Dark","Y","","","","2025-nå"
"Black/Dark gray","IMG_1670.jpeg",5.904,"Medium","3","2024–nå","","",""
"Black/Dark gray","IMG_1671.jpeg",39.747,"Dark","3","2024–nå","","",""
"Black/Dark gray","IMG_1672.jpeg",29.141999999999996,"Dark","3","2024–nå","","",""
"Black/Dark gray","IMG_1721.jpeg",4.121,"Light","Other car","","","",""
"White","IMG_1722.jpeg",8.242,"Light","Other car","","","",""
"Black/Dark gray","IMG_1723.jpeg",5.541,"Light","Other car","","","",""
"Light gray/Silver","IMG_1724.jpeg",7.24,"Light","Other car","","","",""
"Blue","IMG_1725.jpeg",7.365,"Light","Other car","","","",""
"Black/Dark gray","IMG_1726.jpeg",17.485,"Light","Other car","","","",""
"Light gray/Silver","IMG_1727.jpeg",8.28,"Light","Other car","","","",""
"Light gray/Silver","IMG_1728.jpeg",12.440999999999999,"Light","Other car","","","",""
"Black/Dark gray","IMG_1729.jpeg",9.288,"Light","Other car","","","",""
"Light gray/Silver","IMG_1730.jpeg",14.221,"Light","Other car","","","",""
"Light gray/Silver","IMG_1731.jpeg",3.537,"Light","Other car","","","",""
"Black/Dark gray","IMG_1732.jpeg",2.742,"Light","Other car","","","",""
"Black/Dark gray","IMG_1733.jpeg",3.269,"Light","Other car","","","",""
"Black/Dark gray","IMG_1734.jpeg",3.838,"Light","Other car","","","",""
"Light gray/Silver","IMG_1735.jpeg",42.895,"Light","Other car","","","",""
"Black/Dark gray","IMG_1736.jpeg",12.93,"Light","Other car","","","",""
"Black/Dark gray","IMG_1737.jpeg",5.689,"Light","Other car","","","",""
"Red","IMG_1738.jpeg",7.253,"Light","Other car","","","",""
"Black/Dark gray","IMG_1739.jpeg",5.236,"Light","Other car","","","",""
"Light gray/Silver","IMG_1740.jpeg",5.458,"Light","Other car","","","",""
"Black/Dark gray","IMG_1741.jpeg",6.307,"Light","Other car","","","",""
"Black/Dark gray","IMG_1742.jpeg",13.96,"Light","Other car","","","",""
"Light gray/Silver","IMG_1743.jpeg",5.559,"Light","Other car","","","",""
"Green","IMG_1744.jpeg",6.427,"Light","Other car","","","",""
"Light gray/Silver","IMG_1745.jpeg",6.924,"Light","Other car","","","",""
"Black/Dark gray","IMG_1746.jpeg",34.824,"Light","Other car","","","",""
"Blue","IMG_1747.jpeg",6.711,"Light","Other car","","","",""
"Black/Dark gray","IMG_1748.jpeg",10.991,"Light","Other car","","","",""
"Blue","IMG_1749.jpeg",6.635,"Light","Other car","","","",""
"White","IMG_1750.jpeg",4.464,"Light","Other car","","","",""
"Light gray/Silver","IMG_1751.jpeg",4.952,"Light","Other car","","","",""
"Black/Dark gray","IMG_1752.jpeg",33.677,"Light","Other car","","","",""
"Blue","IMG_1817.jpeg",7.658,"Medium","Other car","","","",""
"Black/Dark gray","IMG_1819.jpeg",5.915,"Medium","Other car","","","",""
"Light gray/Silver","IMG_1820.jpeg",4.357,"Medium","Other car","","","",""
"Light gray/Silver","IMG_1822.jpeg",4.394,"Medium","Other car","","","",""
"Light gray/Silver","IMG_1823.jpeg",5.337,"Medium","Other car","","","",""
"Blue","IMG_1824.jpeg",9.21,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1827.jpeg",4.341,"Medium","Other car","","","",""
"White","IMG_1828.jpeg",17.854,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1833.jpeg",6.407,"Medium","Other car","","","",""
"Light gray/Silver","IMG_1836.jpeg",37.722,"Medium","Other car","","","",""
"Blue","IMG_1837.jpeg",5.733,"Medium","Other car","","","",""
"Light gray/Silver","IMG_1838.jpeg",5.302,"Medium","Other car","","","",""
"White","IMG_1839.jpeg",6.94,"Medium","Other car","","","",""
"Black/Dark gray","IMG_1840.jpeg",9.051,"Medium","Other car","","","",""
"Light gray/Silver","IMG_1841.jpeg",14.709,"Medium","Other car","","","",""
"Black/Dark gray","IMG_1842.jpeg",4.335,"Medium","Other car","","","",""
"Black/Dark gray","IMG_1843.jpeg",5.704,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1844.jpeg",4.573,"Medium","Other car","","","",""
"Black/Dark gray","IMG_1845.jpeg",6.461,"Medium","Other car","","","",""
"Light gray/Silver","IMG_1846.jpeg",7.599,"Medium","Other car","","","",""
"Black/Dark gray","IMG_1847.jpeg",24.473,"Medium","Other car","","","",""
"Black/Dark gray","IMG_1848.jpeg",6.141,"Medium","Other car","","","",""
"Light gray/Silver","IMG_1850.jpeg",8.061,"Medium","Other car","","","",""
"Red","IMG_1851.jpeg",3.311,"Medium","Other car","","","",""
"White","IMG_1852.jpeg",4.563,"Medium","Other car","","","",""
"Light gray/Silver","IMG_1856.jpeg",7.9,"Medium","Other car","","","",""
"Light gray/Silver","IMG_1857.jpeg",5.738,"Medium","Other car","","","",""
"Light gray/Silver","IMG_1858.jpeg",5.981,"Medium","Other car","","","",""
"Light gray/Silver","IMG_1859.jpeg",12.722,"Medium","Other car","","","",""
"Red","IMG_1273.jpeg",4.462,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1274.jpeg",6.97,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1275.jpeg",3.674,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1276.jpeg",4.076,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1277.jpeg",5.187,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1278.jpeg",5.281,"Dark","Other car","","","",""
"White","IMG_1279.jpeg",3.226,"Dark","Other car","","","",""
"White","IMG_1280.jpeg",2.859,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1281.jpeg",3.573,"Dark","Other car","","","",""
"Blue","IMG_1282.jpeg",4.375,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1283.jpeg",3.468,"Dark","Other car","","","",""
"Blue","IMG_1284.jpeg",6.955,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1285.jpeg",4.562,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1286.jpeg",4.033,"Dark","Other car","","","",""
"Blue","IMG_1813.jpeg",7.157,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1814.jpeg",4.17,"Dark","Other car","","","",""
"Blue","IMG_1815.jpeg",4.758,"Dark","Other car","","","",""
"White","IMG_1816.jpeg",14.609,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1818.jpeg",5.325,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1821.jpeg",3.347,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1825.jpeg",4.129,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1826.jpeg",5.387,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1829.jpeg",4.995,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1830.jpeg",9.369,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1831.jpeg",10.761,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1832.jpeg",4.679,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1834.jpeg",4.982,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1835.jpeg",7.513,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1849.jpeg",4.988,"Dark","Other car","","","",""
"White","IMG_1853.jpeg",4.567,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1854.jpeg",20.214,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1855.jpeg",8.017,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1878.jpeg",2.348,"Dark","Other car","","","",""
"White","IMG_1879.jpeg",2.096,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1880.jpeg",2.484,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1881.jpeg",2.409,"Dark","Other car","","","",""
"White","IMG_1882.jpeg",2.307,"Dark","Other car","","","",""
"White","IMG_1883.jpeg",2.028,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1884.jpeg",2.346,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1885.jpeg",2.372,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1886.jpeg",3.816,"Dark","Other car","","","",""
"Red","IMG_1887.jpeg",3.098,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1888.jpeg",1.793,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1889.jpeg",2.126,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1890.jpeg",5.967,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1891.jpeg",3.098,"Dark","Other car","","","",""
"Blue","IMG_1892.jpeg",4.369,"Dark","Other car","","","",""
"White","IMG_1893.jpeg",2.55,"Dark","Other car","","","",""
"Red","IMG_1894.jpeg",3.413,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1895.jpeg",3.365,"Dark","Other car","","","",""
"Red","IMG_1896.jpeg",4.235,"Dark","Other car","","","",""
"Red","IMG_1897.jpeg",3.735,"Dark","Other car","","","",""
"Red","IMG_1898.jpeg",3.73,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1899.jpeg",3.066,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1900.jpeg",2.698,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1901.jpeg",2.554,"Dark","Other car","","","",""
"White","IMG_1902.jpeg",2.087,"Dark","Other car","","","",""
"White","IMG_1903.jpeg",2.206,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1904.jpeg",1.737,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1905.jpeg",2.036,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1906.jpeg",3.871,"Dark","Other car","","","",""
"White","IMG_1907.jpeg",1.762,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1908.jpeg",2.869,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1909.jpeg",2.562,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1910.jpeg",2.306,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1911.jpeg",2.184,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1912.jpeg",3.167,"Medium","Other car","","","",""
"White","IMG_1913.jpeg",2.052,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1914.jpeg",2.123,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1915.jpeg",5.565,"Dark","Other car","","","",""
"White","IMG_1916.jpeg",2.421,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1917.jpeg",1.622,"Dark","Other car","","","",""
"White","IMG_1918.jpeg",1.663,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1919.jpeg",2.54,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1920.jpeg",2.45,"Dark","Other car","","","",""
"White","IMG_1921.jpeg",1.562,"Dark","Other car","","","",""
"White","IMG_1922.jpeg",2.016,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1923.jpeg",2.332,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1924.jpeg",2.756,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1925.jpeg",2.265,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1926.jpeg",2.492,"Dark","Other car","","","",""
"White","IMG_1927.jpeg",2.036,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1928.jpeg",3.825,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1929.jpeg",4.539,"Dark","Other car","","","",""
"White","IMG_1930.jpeg",2.471,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1931.jpeg",1.627,"Dark","Other car","","","",""
"White","IMG_1932.jpeg",1.882,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1933.jpeg",2.385,"Dark","Other car","","","",""
"White","IMG_1934.jpeg",2.193,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1935.jpeg",4.84,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1936.jpeg",4.715,"Dark","Other car","","","",""
"White","IMG_1937.jpeg",2.383,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1938.jpeg",3.045,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1939.jpeg",6.036,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1940.jpeg",5.853,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1941.jpeg",3.601,"Dark","Other car","","","",""
"Blue","IMG_1942.jpeg",5.27,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1943.jpeg",2.747,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1944.jpeg",3.322,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1945.jpeg",5.777,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1946.jpeg",1.855,"Dark","Other car","","","",""
"White","IMG_1947.jpeg",2.192,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1948.jpeg",2.269,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1949.jpeg",2.111,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1950.jpeg",2.158,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1951.jpeg",3.751,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1952.jpeg",3.399,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1953.jpeg",4.799,"Dark","Other car","","","",""
"White","IMG_1954.jpeg",2.292,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1955.jpeg",5.917,"Dark","Other car","","","",""
"White","IMG_1956.jpeg",2.482,"Dark","Other car","","","",""
"Blue","IMG_1957.jpeg",4.608,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1958.jpeg",4.041,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1959.jpeg",1.701,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1960.jpeg",2.291,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1961.jpeg",4.385,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1962.jpeg",3.714,"Dark","Other car","","","",""
"Red","IMG_1963.jpeg",4.907,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1964.jpeg",2.239,"Dark","Other car","","","",""
"White","IMG_1965.jpeg",2.57,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1966.jpeg",2.317,"Dark","Other car","","","",""
"White","IMG_1967.jpeg",3.617,"Dark","Other car","","","",""
"Blue","IMG_1968.jpeg",4.992,"Dark","Other car","","","",""
"Orange","IMG_1969.jpeg",4.549,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1970.jpeg",3.365,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1971.jpeg",114.405,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1972.jpeg",41.144,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1973.jpeg",4.058,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1974.jpeg",2.343,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1975.jpeg",109.274,"Dark","Other car","","","",""
"White","IMG_1976.jpeg",3.391,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1977.jpeg",3.972,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1978.jpeg",6.522,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1979.jpeg",5.26,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1980.jpeg",2.706,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1981.jpeg",3.53,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1982.jpeg",3.106,"Dark","Other car","","","",""
"Green","IMG_1983.jpeg",4.788,"Dark","Other car","","","",""
"White","IMG_1984.jpeg",2.916,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1985.jpeg",5.075,"Dark","Other car","","","",""
"Red","IMG_1986.jpeg",6.202,"Dark","Other car","","","",""
"Blue","IMG_1987.jpeg",3.453,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1988.jpeg",5.347,"Dark","Other car","","","",""
"Orange","IMG_1991.jpeg",21.463,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1992.jpeg",4.091,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1993.jpeg",3.657,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1994.jpeg",3.784,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1995.jpeg",3.507,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1997.jpeg",3.268,"Dark","Other car","","","",""
"Black/Dark gray","IMG_1998.jpeg",4.009,"Dark","Other car","","","",""
"Blue","IMG_1999.jpeg",4.751,"Dark","Other car","","","",""
"Black/Dark gray","IMG_2001.jpeg",3.279,"Dark","Other car","","","",""
"Black/Dark gray","IMG_2003.jpeg",2.781,"Dark","Other car","","","",""
"Black/Dark gray","IMG_2017.jpeg",2.699,"Dark","Other car","","","",""
"Black/Dark gray","IMG_2018.jpeg",2.753,"Dark","Other car","","","",""
"Light gray/Silver","IMG_2019.jpeg",3.738,"Dark","Other car","","","",""
"White","IMG_2020.jpeg",3.073,"Dark","Other car","","","",""
"Light gray/Silver","IMG_2021.jpeg",6.169,"Dark","Other car","","","",""
"Black/Dark gray","IMG_2032.jpeg",4.137,"Dark","Other car","","","",""
"Black/Dark gray","IMG_2033.jpeg",73.66,"Dark","Other car","","","",""
"White","IMG_2034.jpeg",3.003,"Dark","Other car","","","",""
"White","IMG_2035.jpeg",3.423,"Dark","Other car","","","",""
"Black/Dark gray","IMG_2036.jpeg",3.06,"Dark","Other car","","","",""
"Black/Dark gray","IMG_2038.jpeg",3.652,"Dark","Other car","","","",""
"Black/Dark gray","IMG_2039.jpeg",16.238,"Dark","Other car","","","",""
"Blue","IMG_2043.jpeg",4.57,"Dark","Other car","","","",""
"Black/Dark gray","IMG_2044.jpeg",4.81,"Dark","Other car","","","",""
"White","IMG_2045.jpeg",19.821,"Dark","Other car","","","",""
"White","IMG_2046.jpeg",5.233,"Dark","Other car","","","",""
"Blue","IMG_2047.jpeg",4.612,"Dark","Other car","","","",""
"Light gray/Silver","IMG_2058.jpeg",4.413,"Dark","Other car","","","",""
"Red","IMG_2059.jpeg",5.159,"Dark","Other car","","","",""
"Black/Dark gray","IMG_2060.jpeg",4.133,"Dark","Other car","","","",""
"Black/Dark gray","IMG_2062.jpeg",4.655,"Dark","Other car","","","",""
"Black/Dark gray","IMG_2063.jpeg",42.084,"Dark","Other car","","","",""
"Black/Dark gray","IMG_2064.jpeg",7.951,"Dark","Other car","","","",""
"Blue","IMG_2071.jpeg",3.782,"Dark","Other car","","","",""
"Black/Dark gray","IMG_2104.jpeg",26.099,"Dark","Other car","","","",""
"Black/Dark gray","IMG_2105.jpeg",3.2,"Dark","Other car","","","",""
"Light gray/Silver","IMG_2106.jpeg",5.143,"Dark","Other car","","","",""
"Red","IMG_2107.jpeg",6.381,"Dark","Other car","","","",""
"Light gray/Silver","IMG_2109.jpeg",7.953,"Dark","Other car","","","",""
"Black/Dark gray","IMG_2111.jpeg",4.538,"Dark","Other car","","","",""
"Black/Dark gray","IMG_2112.jpeg",7.029,"Dark","Other car","","","",""
"Black/Dark gray","IMG_2113.jpeg",3.352,"Dark","Other car","","","",""
"Black/Dark gray","IMG_2129.jpeg",5.107,"Dark","Other car","","","",""
"Black/Dark gray","IMG_2151.jpeg",3.891,"Dark","Other car","","","",""
"Light gray/Silver","IMG_2152.jpeg",16.592,"Dark","Other car","","","",""
"Light gray/Silver","IMG_2153.jpeg",4.772,"Dark","Other car","","","",""
"Black/Dark gray","IMG_2154.jpeg",3.24,"Dark","Other car","","","",""
"Black/Dark gray","IMG_2155.jpeg",2.935,"Dark","Other car","","","",""
"Light gray/Silver","IMG_2156.jpeg",5.972,"Dark","Other car","","","",""
"Light gray/Silver","IMG_2157.jpeg",8.607,"Dark","Other car","","","",""
"Black/Dark gray","IMG_2158.jpeg",3.983,"Dark","Other car","","","",""
"Blue","IMG_2159.jpeg",4.966,"Dark","Other car","","","",""
"Light gray/Silver","IMG_2160.jpeg",34.983,"Dark","Other car","","","",""
"Red","IMG_2166.jpeg",4.741,"Dark","Other car","","","",""
"Red","IMG_2169.jpeg",6.303,"Dark","Other car","","","",""
"Black/Dark gray","IMG_2170.jpeg",5.357,"Dark","Other car","","","",""
"Light gray/Silver","IMG_2172.jpeg",9.548,"Dark","Other car","","","",""
"Black/Dark gray","IMG_2174.jpeg",3.754,"Dark","Other car","","","",""
"Black/Dark gray","IMG_2175.jpeg",4.452,"Dark","Other car","","","",""
"Blue","IMG_2176.jpeg",5.467,"Dark","Other car","","","",""
"Black/Dark gray","IMG_2210.jpeg",4.386,"Dark","Other car","","","",""
"Black/Dark gray","IMG_2211.jpeg",3.97,"Dark","Other car","","","",""
"Black/Dark gray","IMG_2212.jpeg",9.666,"Dark","Other car","","","",""
"Black/Dark gray","IMG_2216.jpeg",6.034,"Dark","Other car","","","",""
"Black/Dark gray","IMG_2217.jpeg",14.499,"Dark","Other car","","","",""
"Red","IMG_2218.jpeg",5.221,"Dark","Other car","","","",""
"Black/Dark gray","IMG_2219.jpeg",10.523,"Dark","Other car","","","",""
"Black/Dark gray","IMG_2222.jpeg",8.356,"Dark","Other car","","","",""
"Red","IMG_2223.jpeg",11.069,"Dark","Other car","","","",""
"Light gray/Silver","IMG_1989.jpeg",4.344,"Medium","Other car","","","",""
"Light gray/Silver","IMG_1990.jpeg",2.468,"Medium","Other car","","","",""
"Light gray/Silver","IMG_1996.jpeg",2.908,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2002.jpeg",2.557,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2004.jpeg",3.85,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2005.jpeg",2.656,"Medium","Other car","","","",""
"Light gray/Silver","IMG_2006.jpeg",1.851,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2007.jpeg",3.512,"Medium","Other car","","","",""
"White","IMG_2008.jpeg",2.374,"Medium","Other car","","","",""
"White","IMG_2009.jpeg",3.217,"Medium","Other car","","","",""
"Black/Dark gray","IMG_2010.jpeg",1.502,"Medium","Other car","","","",""
